mel_filename,speaker_id,utterance_id,text,duration
p286_279.npy,p286,279,Do I think about them often ?,2.2523356009070294
p254_188.npy,p254,188,"It's a commission, and it's for work, a year's work.",3.93578231292517
p231_320.npy,p231,320,"However, he is a coach, and he remains a coach at heart.",3.274013605442177
p227_169.npy,p227,169,Why change it ?,1.6370068027210884
p227_136.npy,p227,136,This is a limited market.,2.461315192743764
p226_122.npy,p226,122,Mr Chisholm said the move was made on the advice of consultants.,5.491519274376417
p244_132.npy,p244,132,It is hard to believe.,1.9040362811791383
p227_064.npy,p227,064,"Over time, with patience and precision, the terrorists will be pursued.",5.50312925170068
p254_397.npy,p254,397,I can lead by example.,2.426485260770975
p259_160.npy,p259,160,People were actually not on his side.),2.8908843537414968
p270_251.npy,p270,251,I might get an injury very easily.,2.8560544217687074
p243_211.npy,p243,211,This is a young squad and we're all supporters.,3.076643990929705
p273_073.npy,p273,073,It makes for an interesting conference.,2.995374149659864
p228_096.npy,p228,096,It is an old family habit.,2.507755102040816
p269_323.npy,p269,323,The Government in Westminster is simply not prepared to save him.,4.2260317460317465
p258_210.npy,p258,210,Tenants will be unable to defend themselves.,2.9605442176870747
p228_180.npy,p228,180,"One season, they might do well.",2.670294784580499
p286_299.npy,p286,299,That has been described in some quarters as nonsense and arrogance.,4.46984126984127
p279_256.npy,p279,256,"That was a bonus, but it was not the main objective.",3.1927437641723357
p230_240.npy,p230,240,They need to win a trophy.,2.403265306122449
p277_121.npy,p277,121,The mood is upbeat.,2.089795918367347
p258_266.npy,p258,266,It's all change on the music scene in Manchester.,3.030204081632653
p236_014.npy,p236,014,To the Hebrews it was a token that there would be no more universal floods.,4.400181405895691
p239_310.npy,p239,310,Racism has no place in any sport.,2.9257142857142857
p276_143.npy,p276,143,Absences should be carefully monitored.,3.01859410430839
p227_201.npy,p227,201,"This year, it will amount to a few hundred thousand pounds.",4.516281179138322
p273_421.npy,p273,421,The charity also has a project in Moscow in Russia.,3.320453514739229
p268_401.npy,p268,401,"Either way, the investor retains the premium.",4.121541950113379
p243_174.npy,p243,174,The company hopes to top seven million passengers in its current financial year.,5.328979591836735
p267_070.npy,p267,070,They do not work for Glasgow City Council.,2.9257142857142857
p239_363.npy,p239,363,The actual increases will be announced next month.,3.076643990929705
p231_465.npy,p231,465,She has now been registered as disabled.,2.948934240362812
p228_023.npy,p228,023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",12.213696145124716
p278_397.npy,p278,397,It has happened for generations.,2.705124716553288
p282_313.npy,p282,313,We are in the end game.,2.4961451247165534
p259_324.npy,p259,324,I couldn't really work outside Edinburgh.),2.728344671201814
p259_112.npy,p259,112,Scotland will be an integral part of Abbey National.),3.5294331065759637
p257_228.npy,p257,228,It is set in Paris.,1.6253968253968254
p231_380.npy,p231,380,We will win the argument.,2.3103854875283445
p279_337.npy,p279,337,It's always nice to play on Centre Court.,2.078185941043084
p278_400.npy,p278,400,There's still no-one like him.,2.1130158730158732
p233_329.npy,p233,329,He told the court.,2.089795918367347
p270_109.npy,p270,109,I would be prepared to go anywhere.,2.647074829931973
p227_337.npy,p227,337,Is there a waiting list ?,2.043356009070295
p228_054.npy,p228,054,It had been in place since last July.,2.5425850340136056
p278_121.npy,p278,121,The hearing was due to continue today.,2.9024943310657596
p274_238.npy,p274,238,Customers would then be consulted over any changes.),3.7384126984126986
p269_349.npy,p269,349,Her husband was very concerned that it might be fatal.,3.0882539682539685
p228_299.npy,p228,299,A thousand years ago the church was a powerful force in Europe.,4.690430839002268
p232_022.npy,p232,022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,5.804988662131519
p273_106.npy,p273,106,New Year will be very busy.,1.9504761904761905
p226_184.npy,p226,184,"It's a portrait of Glasgow, not the portrait.",4.0751020408163265
p236_320.npy,p236,320,Cast Away now on general release.,2.5541950113378684
p268_269.npy,p268,269,They could not match it.,2.3336054421768706
p244_330.npy,p244,330,And we can do it.,2.2058956916099772
p268_240.npy,p268,240,Do you think we are a top nation ?,2.5309750566893423
p236_480.npy,p236,480,It is a vicious circle.,2.0549659863945577
p239_489.npy,p239,489,Other casualties were averted by the swift response of the emergency services.,4.597551020408163
p236_325.npy,p236,325,The law will take its course.,2.2639455782312927
p257_388.npy,p257,388,You ask the question.,1.6950566893424037
p226_107.npy,p226,107,It was a good performance.,2.5309750566893423
p273_184.npy,p273,184,What do we want to do that for ?,2.043356009070295
p257_314.npy,p257,314,But no such amendment has been brought before the Scottish Parliament.,3.2624036281179136
p278_071.npy,p278,071,It was a unanimous decision.,2.6006349206349206
p286_455.npy,p286,455,We're still the only ones in the High Street.,2.589024943310658
p244_171.npy,p244,171,"It is not about the money, it is about everything.",2.9605442176870747
p231_074.npy,p231,074,Both men were on one-year contracts.,2.461315192743764
p268_409.npy,p268,409,It makes no difference to their friendship.,3.680362811791383
p233_308.npy,p233,308,I was in daily contact.,2.5193650793650795
p228_118.npy,p228,118,Further protests are likely.,2.589024943310658
p270_118.npy,p270,118,You were made to feel so welcome.,2.6238548752834467
p259_460.npy,p259,460,It is pretty bad news.),2.043356009070295
p232_220.npy,p232,220,The council has proposed a temporary barrier to protect the monument.,3.6687528344671203
p273_312.npy,p273,312,I had no intention of misleading anyone.,2.716734693877551
p273_317.npy,p273,317,You are talking about a matter of life and death.,2.8444444444444446
p243_071.npy,p243,071,It turned me against the whole system.,3.01859410430839
p232_341.npy,p232,341,Gaelic provision continued to be good.,2.6006349206349206
p239_394.npy,p239,394,His leader wanted to celebrate.,2.5309750566893423
p279_182.npy,p279,182,No-one has appeared in court in relation to her death.,3.01859410430839
p276_139.npy,p276,139,I was deeply saddened by the death of Donald Dewar.,3.6687528344671203
p287_391.npy,p287,391,But we are very near.,2.1710657596371883
p278_107.npy,p278,107,I was just appalled at the way they behaved.,2.9024943310657596
p287_075.npy,p287,075,"Here, too, the Post Office has missed the boat.",3.0882539682539685
p244_206.npy,p244,206,We can take the city.,1.6718367346938776
p258_023.npy,p258,023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",10.692789115646258
p227_004.npy,p227,004,We also need a small plastic snake and a big toy frog for the kids.,5.00390022675737
p258_268.npy,p258,268,That's the only thing I will say.,2.147845804988662
p250_463.npy,p250,463,Striking the deal has come as a big relief.,2.507755102040816
p231_219.npy,p231,219,"However, Dundee deserved to win this game.",3.215963718820862
p227_126.npy,p227,126,We are amazed that the current trading figures were so weak.,4.713650793650793
p243_064.npy,p243,064,It also has a good labour supply.,2.693514739229025
p268_003.npy,p268,003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",8.13859410430839
p250_099.npy,p250,099,So what is the campaign about ?,2.066575963718821
p244_090.npy,p244,090,It seems a good thing to try.,1.9620861678004535
p230_413.npy,p230,413,"Even if they come out playing a physical game, we can cope.",4.179591836734694
p233_320.npy,p233,320,My view has now completely changed.,2.403265306122449
p276_407.npy,p276,407,Its failure is no surprise.,2.2523356009070294
p276_324.npy,p276,324,Did it work ?,1.6370068027210884
p250_412.npy,p250,412,Neither man has been charged.,2.2639455782312927
p278_391.npy,p278,391,One-third of the places are already taken.,2.8444444444444446
p269_243.npy,p269,243,"It would still have been a good film, but very different.",3.250793650793651
p231_377.npy,p231,377,In due course the deal was done.,2.391655328798186
p276_365.npy,p276,365,HARRY Potter has lost his magic.,3.01859410430839
p282_290.npy,p282,290,"In spite of recent advances, the language is still under threat.",4.597551020408163
p279_123.npy,p279,123,We work on the same level.,2.1130158730158732
p233_056.npy,p233,056,This trend is likely to strengthen.,2.728344671201814
p254_296.npy,p254,296,Who can predict?,1.5441269841269842
p267_095.npy,p267,095,That means an extra two years.,2.5658049886621317
p256_190.npy,p256,190,"Suddenly, the rugby world had changed.",3.5062131519274375
p258_085.npy,p258,085,It is a simple equation.,2.2407256235827666
p257_111.npy,p257,111,"I was fighting for my life, I thought.",2.4380952380952383
p277_070.npy,p277,070,They are real.,1.4164172335600906
p278_274.npy,p278,274,Is it in the right place ?,2.6122448979591835
p228_125.npy,p228,125,Until the weekend he was minister for social justice.,4.295691609977324
p279_027.npy,p279,027,The main concern is that it could interfere with air traffic.,3.2043537414965986
p270_323.npy,p270,323,What do we want to do that for ?,2.182675736961451
p236_075.npy,p236,075,The Festival is prepared to help.,2.48453514739229
p239_139.npy,p239,139,It is the only practical access for vehicles and men.,3.111473922902494
p286_167.npy,p286,167,It should never have happened.,2.2407256235827666
p236_130.npy,p236,130,I love the spectacle of cinema.,2.48453514739229
p232_223.npy,p232,223,It was a miserable afternoon in Fife.,2.5193650793650795
p286_304.npy,p286,304,The circumstances have changed since last year.,3.1579138321995464
p282_362.npy,p282,362,This big issue is whether it can be enforced.,3.332063492063492
p276_112.npy,p276,112,England were ahead until two minutes into injury time.,3.7151927437641725
p232_241.npy,p232,241,It's quite nice.,1.5209070294784581
p256_213.npy,p256,213,The second is the reaction of the Hibs fans.,3.5874829931972787
p254_051.npy,p254,051,We're in the premier division and we intend to stay there.,3.239183673469388
p258_173.npy,p258,173,It should be easy.,1.497687074829932
p250_460.npy,p250,460,It was like someone had died.,1.9156462585034013
p236_025.npy,p236,025,A shortlist is to be drawn up next month.,2.995374149659864
p230_255.npy,p230,255,Kingfisher can afford to wait.,2.5193650793650795
p243_290.npy,p243,290,He has been chosen as captain because of the person he is.,4.191201814058957
p233_384.npy,p233,384,That will come after the game on Saturday.,2.403265306122449
p226_078.npy,p226,078,There could be a way back.,1.9736961451247166
p230_351.npy,p230,351,"He is not very big, either.",2.36843537414966
p267_003.npy,p267,003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",6.861496598639456
p227_146.npy,p227,146,"Like the others, he was arrested.",2.414875283446712
p236_293.npy,p236,293,Stephen will get his first cap.,2.48453514739229
p226_121.npy,p226,121,Maybe this battle has been.,2.6006349206349206
p279_029.npy,p279,029,Is this accurate?,1.6021768707482993
p270_357.npy,p270,357,This decision is a farce.,2.0549659863945577
p274_426.npy,p274,426,Being captain of this club is fantastic.),2.948934240362812
p258_037.npy,p258,037,President Bush is at war.,2.159455782312925
p269_325.npy,p269,325,This wasn't the way it was supposed to be.,2.5425850340136056
p277_371.npy,p277,371,I am a wealthy person.,2.147845804988662
p256_216.npy,p256,216,The workers do not want to read about their futures in newspapers.,4.504671201814059
p279_144.npy,p279,144,Is that Titanic?,1.6950566893424037
p269_082.npy,p269,082,"It is not long term, but I need time to recover.",3.1811337868480725
p227_304.npy,p227,304,The partnership was set up during the summer.,3.250793650793651
p274_366.npy,p274,366,Do not forget about Monaco.),2.5541950113378684
p239_171.npy,p239,171,Those three weeks are totally lost.,2.6122448979591835
p276_328.npy,p276,328,What form did that take ?,2.078185941043084
p233_155.npy,p233,155,He will emerge as a world leader.,2.693514739229025
p279_190.npy,p279,190,My main concern is that public health is not put at risk.,3.1230839002267574
p278_264.npy,p278,264,I'm pleased with some aspects of the performance.,3.030204081632653
p269_028.npy,p269,028,"In both cases, I suffered a fiasco.",2.7980045351473923
p232_096.npy,p232,096,Then came the crunch.,1.6834467120181407
p277_392.npy,p277,392,I love the thought of having a crack at defending the title.,3.7151927437641725
p228_090.npy,p228,090,Now the system is right behind us.,3.1346938775510202
p268_213.npy,p268,213,I enjoy the creative process.,2.948934240362812
p269_302.npy,p269,302,Sunday's game was not a trial.,2.7747845804988662
p279_143.npy,p279,143,We will continue to talk to find a solution for Scottish football.,3.4597732426303853
p258_314.npy,p258,314,Scotland were beaten again.,2.147845804988662
p239_263.npy,p239,263,Our position remains the same.,2.2755555555555556
p239_320.npy,p239,320,I have been very nervous.,2.043356009070295
p232_161.npy,p232,161,We do not comment on the behaviour of our authors.,2.728344671201814
p279_174.npy,p279,174,We wanted it left for a wee while.,2.089795918367347
p268_340.npy,p268,340,Twaddle is a case in point.,3.1230839002267574
p286_005.npy,p286,005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",6.315827664399093
p278_380.npy,p278,380,Is it worth it ?,1.6602267573696146
p270_416.npy,p270,416,This market has been neglected by the whisky industry.,3.622312925170068
p231_276.npy,p231,276,These figures are truly terrible.,2.1710657596371883
p279_284.npy,p279,284,The attacker died in the crash.,2.4729251700680273
p279_091.npy,p279,091,Lord Levy said he started life with nothing.,3.4481632653061225
p259_403.npy,p259,403,It would be quite nice.),1.9504761904761905
p231_047.npy,p231,047,A win is a win.,1.6834467120181407
p227_255.npy,p227,255,"It might be sad, but it's a fact.",4.0751020408163265
p231_212.npy,p231,212,Which isn't a bad idea.,2.2291156462585033
p269_363.npy,p269,363,Tyson is overwhelmed.,2.10140589569161
p254_205.npy,p254,205,That is an important part of our role.,2.728344671201814
p286_087.npy,p286,087,Florida is the pivotal state in the nation.,3.01859410430839
p230_201.npy,p230,201,Racism has no place in any sport.,3.4481632653061225
p230_347.npy,p230,347,We think all other measures are not exhausted.,3.9938321995464854
p250_430.npy,p250,430,He's had to suffer for the last six years.,2.414875283446712
p250_271.npy,p250,271,"Now, suddenly, we have this new landscape.",2.7747845804988662
p243_223.npy,p243,223,My targets for the Scottish Conservative party are high.,3.889342403628118
p228_114.npy,p228,114,They will want to perform well.,2.6122448979591835
p258_222.npy,p258,222,Friends of the Earth Scotland last night welcomed the announcement.,3.4133333333333336
p254_041.npy,p254,041,It is not for any other purpose.,2.2407256235827666
p227_006.npy,p227,006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.",6.640907029478458
p267_148.npy,p267,148,There was a definite prejudice.,2.2058956916099772
p231_272.npy,p231,272,This news came after the stock market closed on Monday.,3.0998639455782313
p282_176.npy,p282,176,As we worked.,1.8808163265306121
p286_133.npy,p286,133,Structural changes were also required.,3.111473922902494
p274_112.npy,p274,112,It's not a quick fix.),2.589024943310658
p227_110.npy,p227,110,That admission is not surprising.,2.914104308390023
p228_315.npy,p228,315,It's not long enough.,2.089795918367347
p244_172.npy,p244,172,Details will be published in The Herald in the coming weeks.,3.541043083900227
p257_315.npy,p257,315,I am so upset.,1.6718367346938776
p287_280.npy,p287,280,"Brown is an interesting man, but he is not desperate.",3.215963718820862
p279_141.npy,p279,141,That brought a wonderful marriage of bass and soprano.,3.274013605442177
p270_048.npy,p270,048,Maybe full-time referees will provide the answer.,4.481451247165533
p232_414.npy,p232,414,I was very young.,1.7414965986394557
p286_054.npy,p286,054,"So is that it, then ?",2.0549659863945577
p278_175.npy,p278,175,Was it the wife ?,1.9620861678004535
p231_115.npy,p231,115,January is a bad time of year.,2.4380952380952383
p270_157.npy,p270,157,My Dad is a hero.,1.8808163265306121
p236_180.npy,p236,180,What do they want us to do ?,2.2058956916099772
p254_247.npy,p254,247,Washington is consumed by the crisis.,2.5658049886621317
p227_199.npy,p227,199,He made no order on costs.,2.1710657596371883
p259_090.npy,p259,090,Why do it otherwise ?),2.089795918367347
p287_262.npy,p287,262,They are very keen to work with us.,2.147845804988662
p277_051.npy,p277,051,It is bizarre.,1.6950566893424037
p274_299.npy,p274,299,It is a flexible concept.),2.8908843537414968
p258_260.npy,p258,260,I was in jail for five years.,2.3219954648526078
p227_018.npy,p227,018,Aristotle thought that the rainbow was caused by reflection in the sun's rays by the rain.,6.640907029478458
p279_233.npy,p279,233,Broke the birdie record.,1.9388662131519274
p250_193.npy,p250,193,They need to look after themselves.,2.0317460317460316
p270_068.npy,p270,068,Then followed a bout of flu.,3.274013605442177
p239_136.npy,p239,136,Western countries condemned the conduct of the poll.,3.4713832199546486
p231_257.npy,p231,257,He admitted that he knew nothing about it.,2.5309750566893423
p228_061.npy,p228,061,Four other charges were dropped.,2.5774149659863945
p232_332.npy,p232,332,Horses are drawn by ballot.,2.147845804988662
p239_389.npy,p239,389,A new school will be built.,2.2639455782312927
p256_125.npy,p256,125,We recognise the important role of golf in attracting visitors.,4.31891156462585
p239_324.npy,p239,324,"It particularly increases under-age drinking, he claimed.",3.7384126984126986
p244_228.npy,p244,228,We want this place to work.,2.9605442176870747
p236_281.npy,p236,281,They must play for each other.,2.0549659863945577
p233_269.npy,p233,269,They are never here.,2.0085260770975055
p233_102.npy,p233,102,It is much as it has been described.,2.9373242630385485
p286_385.npy,p286,385,No other job in world football can compare to this one.,3.541043083900227
p227_081.npy,p227,081,"By then, he was walking on water.",3.1579138321995464
p227_283.npy,p227,283,Every one is a winner.,2.10140589569161
p276_115.npy,p276,115,He was unprepared for this fight.,2.8792743764172335
p273_324.npy,p273,324,Mr Clinton was asked about his memory.,2.507755102040816
p226_326.npy,p226,326,The airport was even different.,2.5541950113378684
p277_251.npy,p277,251,Souter will be back.,1.9736961451247166
p276_296.npy,p276,296,A more exhaustive analysis is in progress.,3.564263038548753
p286_365.npy,p286,365,It is understood the timescale for the refurbishment has slipped.,4.167981859410431
p230_318.npy,p230,318,They are not left wing.,2.066575963718821
p279_249.npy,p279,249,There will be widespread support on all sides.,2.4729251700680273
p250_448.npy,p250,448,The people around me were fantastic.,2.6122448979591835
p239_086.npy,p239,086,Or so the theory goes.,2.066575963718821
p258_318.npy,p258,318,It should be equal.,1.7066666666666668
p267_269.npy,p267,269,It does not work that way in Scottish football.,2.8560544217687074
p286_468.npy,p286,468,You have to have a proven track record to get them.,3.7616326530612243
p279_192.npy,p279,192,"It is tough, but possible.",2.147845804988662
p226_050.npy,p226,050,"Yesterday, he had a chilling warning for the game in Scotland.",4.504671201814059
p226_356.npy,p226,356,She is free.,1.6718367346938776
p231_241.npy,p231,241,The parties have no contact.,2.066575963718821
p270_179.npy,p270,179,The outcome is now in our own hands.,2.5309750566893423
p236_380.npy,p236,380,People are on the alert.,2.36843537414966
p243_294.npy,p243,294,The agreement remains the only show in town.,3.5294331065759637
p231_201.npy,p231,201,Does the name matter ?,1.7066666666666668
p236_015.npy,p236,015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.,5.108390022675737
p232_291.npy,p232,291,They were also beside themselves.,2.2871655328798184
p233_182.npy,p233,182,He will feel the pain again.,2.1710657596371883
p267_325.npy,p267,325,It is all credit to them today.,2.2175056689342405
p278_386.npy,p278,386,In due course the deal was done.,2.182675736961451
p233_210.npy,p233,210,He had suffered a heart attack.,2.159455782312925
p270_117.npy,p270,117,Figures are not relevant to the strategy.,2.8908843537414968
p267_210.npy,p267,210,The course has helped a lot.,2.3103854875283445
p226_092.npy,p226,092,It's just awful.,1.7182766439909296
p276_379.npy,p276,379,Laura is an investment banker.,2.8328344671201813
p287_250.npy,p287,250,"Now, suddenly, we have this new landscape.",4.005442176870749
p226_140.npy,p226,140,They made such decisions in London.,2.9837641723356008
p254_257.npy,p254,257,"However, it is understood that offers of further payments are unlikely.",4.144761904761904
p279_324.npy,p279,324,He was then replaced by Ross.,2.0549659863945577
p259_414.npy,p259,414,It is the nature of his party.),2.507755102040816
p226_264.npy,p226,264,This court has made an order which has not been observed.,3.610702947845805
p282_293.npy,p282,293,One was a lawyer.,2.124625850340136
p267_142.npy,p267,142,She had gone to the Catholic school.,2.414875283446712
p254_217.npy,p254,217,You have to do your research.,2.043356009070295
p244_239.npy,p244,239,There was a lot of resentment.,2.124625850340136
p270_412.npy,p270,412,"In general terms, the proposals are very much in line with expectations.",5.282539682539682
p231_392.npy,p231,392,There was a substantial explosion.,2.8212244897959184
p258_084.npy,p258,084,They are different types.,1.8692063492063493
p278_375.npy,p278,375,He must have seen the movie.,1.8924263038548752
p287_340.npy,p287,340,You may have a short memory.,1.9504761904761905
p258_216.npy,p258,216,I have wanted to buy one for the National Gallery.,2.948934240362812
p276_204.npy,p276,204,They keep the atmosphere in mind.,2.7980045351473923
p254_307.npy,p254,307,Craig is a major concern for us.,2.380045351473923
p259_381.npy,p259,381,But the disease has not been confined to the Tory Party.),3.7384126984126986
p286_408.npy,p286,408,I was happy to be recognised by Mike Tyson.,3.1811337868480725
p231_438.npy,p231,438,They are not left wing.,1.5325170068027212
p227_034.npy,p227,034,President Bush is at war.,2.4729251700680273
p228_051.npy,p228,051,Mary Archer is almost too clever.,2.6586848072562357
p257_282.npy,p257,282,A new school will be built.,1.9388662131519274
p273_305.npy,p273,305,I can hardly believe it.,2.1130158730158732
p259_349.npy,p259,349,The party lasted all night.),2.6354648526077096
p274_360.npy,p274,360,It is understood the timescale for the refurbishment has slipped.),4.458231292517007
p259_026.npy,p259,026,Smoking is also very important.),2.9373242630385485
p226_072.npy,p226,072,"Everything happened so quickly, that we were taken by surprise.",4.73687074829932
p278_367.npy,p278,367,Their condition is described as satisfactory.,3.1695238095238096
p254_220.npy,p254,220,"If it doesn't, it doesn't.",2.3219954648526078
p278_044.npy,p278,044,He looks like an Afghan.,2.670294784580499
p286_063.npy,p286,063,It seems to have worked.,2.089795918367347
p236_049.npy,p236,049,This is the interesting part.,2.728344671201814
p231_178.npy,p231,178,We are the gateway to justice.,2.0549659863945577
p259_110.npy,p259,110,"While they went on holiday, we got the contract.)",3.1230839002267574
p258_044.npy,p258,044,As she explains.,1.6137868480725623
p277_039.npy,p277,039,"We have to pull together, or we will hang apart.",3.2856235827664397
p257_001.npy,p257,001,Please call Stella.,2.2291156462585033
p286_349.npy,p286,349,What form did that take ?,2.078185941043084
p258_141.npy,p258,141,Labour's Scottish general secretary Alex Rowley was delighted yesterday.,4.272471655328798
p257_179.npy,p257,179,Everyone can be bought.,1.9504761904761905
p231_284.npy,p231,284,Blair also had a penalty.,2.4961451247165534
p244_301.npy,p244,301,"However, it is understood that offers of further payments are unlikely.",4.284081632653061
p277_350.npy,p277,350,"Six of the asylum seekers left the offices, it was reported.",3.947392290249433
p270_030.npy,p270,030,He has the courage of the unaware.,2.9024943310657596
p267_089.npy,p267,089,The rescue package is public money.,2.728344671201814
p277_377.npy,p277,377,I didn't know that I had a court appearance on Wednesday.,3.3668934240362813
p239_042.npy,p239,042,Have I really come to this ?,2.0085260770975055
p232_045.npy,p232,045,It is urgent.,1.242267573696145
p227_388.npy,p227,388,There is no deal as yet.,2.2175056689342405
p233_324.npy,p233,324,I saw some good things.,2.020136054421769
p233_285.npy,p233,285,It was a privilege to work for him.,2.449705215419501
p244_027.npy,p244,027,We want to lift the cup for the fans.,2.2987755102040817
p274_371.npy,p274,371,How do you take them away ?),2.2291156462585033
p230_224.npy,p230,224,What are you not good at ?,2.159455782312925
p259_275.npy,p259,275,Kingfisher can afford to wait.),2.3219954648526078
p256_221.npy,p256,221,We will be victorious.,2.6006349206349206
p227_003.npy,p227,003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",8.080544217687075
p287_363.npy,p287,363,The idea was first mooted a year ago.,2.809614512471655
p232_411.npy,p232,411,You wanted the evidence.,2.124625850340136
p287_333.npy,p287,333,Is there a waiting list ?,2.066575963718821
p231_041.npy,p231,041,Iain Duncan Smith is a decent man.,2.670294784580499
p267_157.npy,p267,157,I would probably have to agree with him.,2.380045351473923
p270_171.npy,p270,171,That would open the gates of hell.,2.507755102040816
p233_305.npy,p233,305,They should be swept away.,2.147845804988662
p274_289.npy,p274,289,It opens the door to the Champions League.),3.355283446712018
p236_196.npy,p236,196,They need to look after themselves.,2.7631746031746034
p230_206.npy,p230,206,The tickets will be on sale today at the ticket office.,3.842902494331066
p236_264.npy,p236,264,"Clearly, the need for a personal loan is written in the stars.",3.657142857142857
p244_272.npy,p244,272,He must have a crack at it.,1.9853061224489796
p276_383.npy,p276,383,We played them off the pitch.,2.5193650793650795
p286_337.npy,p286,337,Survival is not an option.,2.693514739229025
p227_226.npy,p227,226,I'm just a regular person.,2.124625850340136
p254_007.npy,p254,007,The rainbow is a division of white light into many beautiful colors.,4.20281179138322
p243_269.npy,p243,269,They always want to give a performance.,2.8676643990929707
p226_364.npy,p226,364,This is a club on the rise.,2.380045351473923
p268_198.npy,p268,198,They have inherited the human rights abusers.,3.4597732426303853
p259_305.npy,p259,305,We shall rely on human beings.),2.4380952380952383
p233_196.npy,p233,196,I had a train to catch.,1.8692063492063493
p287_344.npy,p287,344,I think it's about time.,1.9969160997732427
p267_316.npy,p267,316,He has left the company.,2.089795918367347
