sample_index,speaker_id,utterance_id,text,inference_time_sec,output_file
79,"('p275',)","('p275_118',)","('It is rubbish.',)",2.1929540634155273,"results/generated_speech/('p275',)_('p275_118',).wav"
80,"('p275',)","('p275_172',)","('Yet it is unlikely to be either full, or final.',)",7.717095375061035,"results/generated_speech/('p275',)_('p275_172',).wav"
81,"('p275',)","('p275_409',)","('That was a bonus, but it was not the main objective.',)",4.509255886077881,"results/generated_speech/('p275',)_('p275_409',).wav"
82,"('p275',)","('p275_156',)","('But he stressed that the partnership is not a construction company.',)",10.462283611297607,"results/generated_speech/('p275',)_('p275_156',).wav"
83,"('p275',)","('p275_039',)","('Indeed, he does.',)",2.248140573501587,"results/generated_speech/('p275',)_('p275_039',).wav"
84,"('p275',)","('p275_155',)","('It will include the Black Watch, the Royal Highland regiment.',)",4.708910703659058,"results/generated_speech/('p275',)_('p275_155',).wav"
85,"('p275',)","('p275_356',)","('We will be homeless.',)",1.4171147346496582,"results/generated_speech/('p275',)_('p275_356',).wav"
86,"('p275',)","('p275_388',)","(""I'm glad I came."",)",1.1862444877624512,"results/generated_speech/('p275',)_('p275_388',).wav"
87,"('p275',)","('p275_360',)","('All the investment is possible through the public sector.',)",5.6622841358184814,"results/generated_speech/('p275',)_('p275_360',).wav"
88,"('p275',)","('p275_225',)","('Clearly, the stakes are high.',)",2.586764335632324,"results/generated_speech/('p275',)_('p275_225',).wav"
89,"('p275',)","('p275_270',)","('It was very fast.',)",2.6163010597229004,"results/generated_speech/('p275',)_('p275_270',).wav"
90,"('p275',)","('p275_426',)","('I want a career.',)",1.3447999954223633,"results/generated_speech/('p275',)_('p275_426',).wav"
91,"('p275',)","('p275_302',)","('In performance, that quality can prove to be a challenge.',)",7.930179595947266,"results/generated_speech/('p275',)_('p275_302',).wav"
92,"('p275',)","('p275_367',)","('It took about an hour for the gas to clear.',)",5.730274438858032,"results/generated_speech/('p275',)_('p275_367',).wav"
93,"('p275',)","('p275_313',)","('The Premier League has been a huge success.',)",4.213983774185181,"results/generated_speech/('p275',)_('p275_313',).wav"
94,"('p275',)","('p275_171',)","('Seven people were later detained by police.',)",6.471068620681763,"results/generated_speech/('p275',)_('p275_171',).wav"
95,"('p275',)","('p275_260',)","('They want to shut the Scottish Office.',)",2.6603362560272217,"results/generated_speech/('p275',)_('p275_260',).wav"
96,"('p275',)","('p275_342',)","('The man was obviously desperate to get away from the police.',)",8.611448526382446,"results/generated_speech/('p275',)_('p275_342',).wav"
97,"('p275',)","('p275_370',)","('Colour was at the core of his life.',)",2.886289119720459,"results/generated_speech/('p275',)_('p275_370',).wav"
98,"('p275',)","('p275_203',)","('But she might be.',)",1.2030866146087646,"results/generated_speech/('p275',)_('p275_203',).wav"
99,"('p275',)","('p275_198',)","('I have a cold.',)",2.186643123626709,"results/generated_speech/('p275',)_('p275_198',).wav"
100,"('p275',)","('p275_151',)","('He sets the nature of his Parliament in a simple, realistic context.',)",10.92287802696228,"results/generated_speech/('p275',)_('p275_151',).wav"
101,"('p275',)","('p275_338',)","('In the early days, I was obsessed with working in the theatre.',)",8.68259334564209,"results/generated_speech/('p275',)_('p275_338',).wav"
102,"('p275',)","('p275_249',)","(""I can't get a job."",)",1.6000077724456787,"results/generated_speech/('p275',)_('p275_249',).wav"
103,"('p275',)","('p275_235',)","('We will treat it like a World Cup match.',)",5.512795448303223,"results/generated_speech/('p275',)_('p275_235',).wav"
104,"('p275',)","('p275_072',)","('I am a soldier, a soldier, a soldier.',)",5.99931001663208,"results/generated_speech/('p275',)_('p275_072',).wav"
105,"('p275',)","('p275_335',)","('He also insisted that no concession had been made to the French.',)",9.774466276168823,"results/generated_speech/('p275',)_('p275_335',).wav"
106,"('p275',)","('p275_185',)","('His name was unknown.',)",3.278454065322876,"results/generated_speech/('p275',)_('p275_185',).wav"
107,"('p275',)","('p275_396',)","('What was the difference between them?',)",4.888375997543335,"results/generated_speech/('p275',)_('p275_396',).wav"
108,"('p275',)","('p275_301',)","('This is a war over our home.',)",2.2534897327423096,"results/generated_speech/('p275',)_('p275_301',).wav"
109,"('p275',)","('p275_092',)","('Previously, they were raised in the European Court of Human Rights.',)",9.000449895858765,"results/generated_speech/('p275',)_('p275_092',).wav"
110,"('p275',)","('p275_345',)","('I believe the gap is nearly there.',)",2.813524007797241,"results/generated_speech/('p275',)_('p275_345',).wav"
111,"('p275',)","('p275_054',)","(""That's the truth."",)",1.1010794639587402,"results/generated_speech/('p275',)_('p275_054',).wav"
112,"('p275',)","('p275_010',)","('People look, but no one ever finds it.',)",5.110981702804565,"results/generated_speech/('p275',)_('p275_010',).wav"
113,"('p275',)","('p275_189',)","('I saw military vehicles in the distance.',)",7.305453538894653,"results/generated_speech/('p275',)_('p275_189',).wav"
114,"('p275',)","('p275_136',)","(""It's not true."",)",1.9871902465820312,"results/generated_speech/('p275',)_('p275_136',).wav"
115,"('p275',)","('p275_089',)","('I have every confidence in Raymond Robertson as chairman of the party.',)",6.424350023269653,"results/generated_speech/('p275',)_('p275_089',).wav"
116,"('p275',)","('p275_152',)","('Initial reports said the aircraft had experienced a loss of power.',)",9.060184240341187,"results/generated_speech/('p275',)_('p275_152',).wav"
117,"('p275',)","('p275_331',)","('Hopefully, it will come from someone on our side.',)",4.5117270946502686,"results/generated_speech/('p275',)_('p275_331',).wav"
118,"('p275',)","('p275_369',)","('I am a wealthy person.',)",1.7474889755249023,"results/generated_speech/('p275',)_('p275_369',).wav"
119,"('p275',)","('p275_214',)","('IT S all change at Kilmarnock.',)",2.3995611667633057,"results/generated_speech/('p275',)_('p275_214',).wav"
120,"('p275',)","('p275_045',)","('This represents a tough game for us.',)",6.3173987865448,"results/generated_speech/('p275',)_('p275_045',).wav"
121,"('p275',)","('p275_199',)","('On the outside of an airport, it is very difficult.',)",4.280807733535767,"results/generated_speech/('p275',)_('p275_199',).wav"
122,"('p275',)","('p275_182',)","('Tony had arrived.',)",1.3586843013763428,"results/generated_speech/('p275',)_('p275_182',).wav"
123,"('p275',)","('p275_002',)","('Ask her to bring these things with her from the store.',)",4.144444942474365,"results/generated_speech/('p275',)_('p275_002',).wav"
124,"('p275',)","('p275_397',)","('He will be judged by his actions.',)",3.119311571121216,"results/generated_speech/('p275',)_('p275_397',).wav"
125,"('p275',)","('p275_400',)","('However, the players should have a voice in these matters.',)",7.242587327957153,"results/generated_speech/('p275',)_('p275_400',).wav"
126,"('p275',)","('p275_247',)","('It was a hit.',)",1.1993579864501953,"results/generated_speech/('p275',)_('p275_247',).wav"
127,"('p275',)","('p275_148',)","('Alice, the girl, was said by doctors to be in good condition.',)",8.615598917007446,"results/generated_speech/('p275',)_('p275_148',).wav"
128,"('p275',)","('p275_294',)","('That might be a punishment but it would also punish the patients.',)",8.876187562942505,"results/generated_speech/('p275',)_('p275_294',).wav"
129,"('p275',)","('p275_238',)","('He also launched a new strategy for the agency.',)",7.246586561203003,"results/generated_speech/('p275',)_('p275_238',).wav"
130,"('p275',)","('p275_307',)","(""There's no evidence he was ever there."",)",6.267680644989014,"results/generated_speech/('p275',)_('p275_307',).wav"
131,"('p275',)","('p275_049',)","('He looks like an Afghan.',)",3.0898594856262207,"results/generated_speech/('p275',)_('p275_049',).wav"
132,"('p275',)","('p275_098',)","('There will be no repeat of that performance, that I can guarantee.',)",5.990903377532959,"results/generated_speech/('p275',)_('p275_098',).wav"
133,"('p275',)","('p275_278',)","('There was a final revealing detail about the broadcast.',)",4.61746883392334,"results/generated_speech/('p275',)_('p275_278',).wav"
134,"('p275',)","('p275_348',)","('A spokeswoman for Edinburgh City Council confirmed its support for the company.',)",12.106717824935913,"results/generated_speech/('p275',)_('p275_348',).wav"
135,"('p275',)","('p275_127',)","('It is not a U-turn.',)",3.6106488704681396,"results/generated_speech/('p275',)_('p275_127',).wav"
136,"('p275',)","('p275_340',)","('This is a friendly match?',)",2.1957600116729736,"results/generated_speech/('p275',)_('p275_340',).wav"
137,"('p275',)","('p275_361',)","('I was conceived in Aberdeen.',)",4.695917367935181,"results/generated_speech/('p275',)_('p275_361',).wav"
138,"('p275',)","('p275_085',)","('Yesterday, he continued to keep a low profile.',)",6.788126230239868,"results/generated_speech/('p275',)_('p275_085',).wav"
139,"('p275',)","('p275_373',)","('Something is wrong.',)",2.1853229999542236,"results/generated_speech/('p275',)_('p275_373',).wav"
140,"('p275',)","('p275_314',)","('We have got to get the points from this one.',)",2.696397304534912,"results/generated_speech/('p275',)_('p275_314',).wav"
141,"('p275',)","('p275_420',)","('Nine days later, he suffered another attack.',)",3.997927188873291,"results/generated_speech/('p275',)_('p275_420',).wav"
142,"('p275',)","('p275_271',)","('In essence, the teaching profession has a choice.',)",7.7343995571136475,"results/generated_speech/('p275',)_('p275_271',).wav"
143,"('p275',)","('p275_217',)","('The workers do not want to read about their futures in newspapers.',)",5.9288010597229,"results/generated_speech/('p275',)_('p275_217',).wav"
144,"('p275',)","('p275_195',)","('Yet the data is compelling.',)",2.7244150638580322,"results/generated_speech/('p275',)_('p275_195',).wav"
145,"('p275',)","('p275_357',)","('That would help.',)",1.2479681968688965,"results/generated_speech/('p275',)_('p275_357',).wav"
146,"('p275',)","('p275_102',)","('She reflects a bit.',)",2.557863235473633,"results/generated_speech/('p275',)_('p275_102',).wav"
147,"('p275',)","('p275_080',)","('He is driven.',)",1.9191350936889648,"results/generated_speech/('p275',)_('p275_080',).wav"
148,"('p275',)","('p275_192',)","('It is a farce.',)",1.3443365097045898,"results/generated_speech/('p275',)_('p275_192',).wav"
149,"('p275',)","('p275_243',)","('I was at the British Olympic Medical Centre, on Friday.',)",6.186360836029053,"results/generated_speech/('p275',)_('p275_243',).wav"
150,"('p275',)","('p275_382',)","('The charity also has a project in Moscow in Russia.',)",8.409562826156616,"results/generated_speech/('p275',)_('p275_382',).wav"
151,"('p275',)","('p275_112',)","('It is so sad.',)",1.5362884998321533,"results/generated_speech/('p275',)_('p275_112',).wav"
152,"('p275',)","('p275_024',)","('This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.',)",16.651329517364502,"results/generated_speech/('p275',)_('p275_024',).wav"
153,"('p275',)","('p275_213',)","('So far, the scheme has not been used in Scotland.',)",6.0349345207214355,"results/generated_speech/('p275',)_('p275_213',).wav"
154,"('p275',)","('p275_230',)","('My wife and family are the support system.',)",4.880348205566406,"results/generated_speech/('p275',)_('p275_230',).wav"
155,"('p275',)","('p275_221',)","('During the communist time they were very privileged.',)",6.119314193725586,"results/generated_speech/('p275',)_('p275_221',).wav"
156,"('p275',)","('p275_125',)","('It is still too early for any likely contenders to have emerged.',)",5.860922574996948,"results/generated_speech/('p275',)_('p275_125',).wav"
157,"('p275',)","('p275_081',)","('He seems to be pleased with the picture.',)",3.2038278579711914,"results/generated_speech/('p275',)_('p275_081',).wav"
158,"('p275',)","('p275_416',)","('He is to appeal.',)",1.238018274307251,"results/generated_speech/('p275',)_('p275_416',).wav"
